RENTAL_ZONE_HAL_ID,RENTAL_ZONE_HAL_SRC,NAME,CODE,TYPE,CITY,COUNTRY,LATITUDE,LONGITUDE,POI_AIRPORT_X,POI_LONG_DISTANCE_TRAINS_X,POI_SUBURBAN_TRAINS_X,POI_UNDERGROUND_X,ACTIVE_X,COMPANY,COMPANY_GROUP
25767,Standort,Bahnhof West,40030332,normal,Köln,Deutschland,6.933136550800000,50.943442902200000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
25782,Standort,Eigelstein/Ebertplatz,40030560,normal,Köln,Deutschland,6.956884699500000,50.949074010600000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
25783,Standort,Eigelstein/Ebertplatz,40030561,normal,Köln,Deutschland,6.956884699500000,50.949074010600000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
28568,Standort,Münchner Freiheit,88000212,normal,München,Deutschland,11.587555633900000,48.162391780400000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
28824,Standort,Adalbertstraße / Schlossstraße,6048600002,normal,Frankfurt am Main,Deutschland,8.643545000000000,50.118894000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
28835,Standort,Kaufunger Straße / Kleine Seestraße,6048600004,normal,Frankfurt am Main,Deutschland,8.639854361400000,50.123549218200000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
28937,Standort,Wilhelm-Leuschner-Straße/ Windmühlstraße,6032900002,normal,Frankfurt am Main,Deutschland,8.669916000000000,50.105664000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
28951,Standort,Taunusstraße / Gallusanlage,6032900003,normal,Frankfurt am Main,Deutschland,8.670586000000000,50.110448000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
28969,Standort,Alte Brücke / Mainkai,6031100009,normal,Frankfurt am Main,Deutschland,8.687676000000000,50.109864000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
29123,Standort,Bürgeramt / Zeil,6031300006,normal,Frankfurt am Main,Deutschland,8.692825000000000,50.114832000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
29351,Standort,Stiglmaierplatz,88006554,normal,München,Deutschland,11.558888890000000,48.146944440000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
30719,Standort,Goetheplatz,,normal,München,Deutschland,11.558419135100000,48.129217173900000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
31002,Standort,Adalberstraße / Hamburger Allee,6048600003,normal,Frankfurt am Main,Deutschland,8.641077648200000,50.118687818600000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
31139,Standort,François-Mitterrand-Platz,60003103,normal,Frankfurt am Main,Deutschland,,,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
31166,Standort,Bockenheimer Landstraße / Liebigstraße,6032300010,normal,Frankfurt am Main,Deutschland,8.665973000000000,50.117156000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
31492,Standort,Stachus,88006097,normal,München,Deutschland,11.565555560000000,48.138888890000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
31564,Standort,Stiglmaierplatz,88006782,normal,München,Deutschland,11.559166670000000,48.147500000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
31583,Standort,Ostendstraße / Martin-Elsässer-Weg,60314000014,normal,Frankfurt am Main,Deutschland,8.698890638400000,50.111203493000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
31655,Standort,Bahnhof Haupt- Breslauer Platz,40027862,normal,Köln,Deutschland,6.958322532500000,50.944693717400000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
31734,Standort,The Coffee Store,40028455,normal,Köln,Deutschland,6.952250420600000,50.939732973000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
31852,Standort,Heumarkt,40029413,normal,Köln,Deutschland,6.961063958000000,50.937396004200000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
31899,Standort,Stiglmaierplatz,88007373,normal,München,Deutschland,11.558611110000000,48.147500000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
31957,Standort,WDR,40026514,normal,Köln,Deutschland,6.953175303400000,50.940162213500000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
31963,Standort,Bahnhof-Haupt- Domseite,40026554,normal,Köln,Deutschland,6.955880419000000,50.942501573100000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
32118,Standort,Zülpicher Platz/Friedrichstr.,40027903,normal,Köln,Deutschland,6.939332934200000,50.930237905400000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
32292,Standort,Heumarkt,40029252,normal,Köln,Deutschland,6.961086352500000,50.937026181600000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
32299,Standort,Heumarkt,40029324,normal,Köln,Deutschland,6.960422973200000,50.935376089100000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
32357,Standort,Heumarkt,40018593,normal,Köln,Deutschland,6.960323585300000,50.936594231900000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
32483,Standort,Zülpicher Platz/Friedrichstr.,40019582,normal,Köln,Deutschland,6.940756614800000,50.931067207000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
32577,Standort,Hansaring/Krefelder Str.,40020258,normal,Köln,Deutschland,6.953070506200000,50.949231954300000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
32673,Standort,Eigelstein/Ebertplatz,40021010,normal,Köln,Deutschland,6.958777403000000,50.950087302400000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
32806,Standort,Heumarkt,40022254,normal,Köln,Deutschland,6.960373834600000,50.935815259000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
32906,Standort,Eigelstein/Ebertplatz,40023020,normal,Köln,Deutschland,6.959110519600000,50.950922812800000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
32907,Standort,Eigelstein/Ebertplatz,40023022,normal,Köln,Deutschland,6.959110519600000,50.950922812800000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
33100,Standort,WDR,40024360,normal,Köln,Deutschland,6.955526041200000,50.940206552600000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
33985,Standort,Königsplatz,88000646,normal,München,Deutschland,11.563611110000000,48.145833330000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
34011,Standort,Gärtnerplatz,88001031,normal,München,Deutschland,11.576388890000000,48.131944440000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
34023,Standort,Isartorplatz,88001185,normal,München,Deutschland,11.581388890000000,48.135000000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
34032,Standort,Münchner Freiheit,88001328,normal,München,Deutschland,11.586666670000000,48.161666670000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
34170,Standort,DB_MobilityCenter,88002895,normal,München,Deutschland,11.575277780000000,48.160277780000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
34171,Standort,DB_MobilityCenter,88002896,normal,München,Deutschland,11.574722220000000,48.160277780000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
34178,Standort,Prof.-Huber Platz,88002989,normal,München,Deutschland,11.581666670000000,48.151111110000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
34213,Standort,Isartorplatz,88003204,normal,München,Deutschland,11.581944440000000,48.134722220000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
34868,Standort,Odeonsplatz,88009902,normal,München,Deutschland,11.577777780000000,48.143055560000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
34884,Standort,Goetheplatz,88007462,normal,München,Deutschland,11.558055560000000,48.129444440000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
35286,Standort,François-Mitterrand-Platz,60003102,normal,Frankfurt am Main,Deutschland,,,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
35595,Standort,Barbarossaplatz,40024753,normal,Köln,Deutschland,6.942734461400000,50.928423063400000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
35599,Standort,Rudolfplatz,40024796,normal,Köln,Deutschland,6.938976624000000,50.936659815300000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
35604,Standort,Heumarkt,40024816,normal,Köln,Deutschland,6.961120977900000,50.936573377400000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
35605,Standort,Heumarkt,40024818,normal,Köln,Deutschland,6.961120977900000,50.936573377400000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
35712,Standort,Bahnhof Haupt- Breslauer Platz,40025626,normal,Köln,Deutschland,6.960037080800000,50.942798812400000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
35812,Standort,Bahnhof Süd,40029634,normal,Köln,Deutschland,6.938814998800000,50.926435570300000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
35813,Standort,Bahnhof Süd,40029636,normal,Köln,Deutschland,6.938814998800000,50.926435570300000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
35819,Standort,Eigelstein/Ebertplatz,40029682,normal,Köln,Deutschland,6.956884699500000,50.949074010600000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
35820,Standort,Bahnhof West,40029698,normal,Köln,Deutschland,6.933136550800000,50.943442902200000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
35850,Standort,Messe,40030021,normal,Köln,Deutschland,,,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
35851,Standort,Messe,40030026,normal,Köln,Deutschland,6.978271007537842,50.941866861091120,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
35863,Standort,The Coffee Store,40030271,normal,Köln,Deutschland,6.952250420600000,50.939732973000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
35864,Standort,The Coffee Store,40030277,normal,Köln,Deutschland,6.952250420600000,50.939732973000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
35867,Standort,Bahnhof West,40030330,normal,Köln,Deutschland,6.933136550800000,50.943442902200000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
35868,Standort,Bahnhof West,40030333,normal,Köln,Deutschland,6.933136550800000,50.943442902200000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
35882,Standort,Eigelstein/Ebertplatz,40030559,normal,Köln,Deutschland,6.956884699500000,50.949074010600000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
37944,Standort,Friesenplatz,40018924,normal,Köln,Deutschland,6.940042141000000,50.940523807000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
38048,Standort,Uni Albertus-Magnus-Platz,40019811,normal,Köln,Deutschland,6.928424376300000,50.927985352200000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
38103,Standort,Eigelstein/Ebertplatz,40020326,normal,Köln,Deutschland,6.957059927100000,50.950781068500000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
38133,Standort,Heumarkt,40020555,normal,Köln,Deutschland,6.961508359300000,50.936628258300000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
38192,Standort,Eigelstein/Ebertplatz,40021012,normal,Köln,Deutschland,6.958777403000000,50.950087302400000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
38417,Standort,Neumarkt,40022657,normal,Köln,Deutschland,6.949050441300000,50.935507832400000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
38473,Standort,Zülpicher Platz/Friedrichstr.,40023114,normal,Köln,Deutschland,6.941011210000000,50.930558251000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
38656,Standort,Eigelstein/Ebertplatz,40024632,normal,Köln,Deutschland,6.956892241100000,50.950155084100000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
38668,Standort,Barbarossaplatz,40024755,normal,Köln,Deutschland,6.942734461400000,50.928423063400000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
38868,Standort,WDR,40026516,normal,Köln,Deutschland,6.953175303400000,50.940162213500000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
38893,Standort,Barbarossaplatz,40026743,normal,Köln,Deutschland,6.941426066700000,50.929039587400000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
39030,Standort,Heumarkt,40027818,normal,Köln,Deutschland,6.960311677000000,50.937404351700000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
39035,Standort,Bahnhof Haupt- Breslauer Platz,40029487,normal,Köln,Deutschland,6.959970000000000,50.943710000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
39074,Standort,Uni Heilpädagogik Haus 213,40030043,normal,Köln,Deutschland,6.921024450300000,50.933659741900000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
39083,Standort,Museum Ludwig,40030178,normal,Köln,Deutschland,6.959877028300000,50.941083182600000,Nein,Ja,Nein,Nein,Ja,Call a Bike,Call a Bike
39084,Standort,Museum Ludwig,40030180,normal,Köln,Deutschland,6.959877028300000,50.941083182600000,Nein,Ja,Nein,Nein,Ja,Call a Bike,Call a Bike
39102,Standort,Münchner Freiheit,88009827,normal,München,Deutschland,11.586111110000000,48.161944440000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
39990,Standort,Goetheplatz,88000515,normal,München,Deutschland,11.558055560000000,48.129722220000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
40008,Standort,Sendlinger Tor Platz,88000751,normal,München,Deutschland,11.568055560000000,48.134166670000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
40028,Standort,Gärtnerplatz,88001009,normal,München,Deutschland,11.575833330000000,48.131388890000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
40033,Standort,Odeonsplatz,88001088,normal,München,Deutschland,11.578333330000000,48.143888890000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
40034,Standort,Odeonsplatz,88001092,normal,München,Deutschland,11.578333330000000,48.144166670000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
40088,Standort,Ostbahnhof,88001653,normal,München,Deutschland,11.603611110000000,48.128888890000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
40166,Standort,Prof.-Huber Platz,88002513,normal,München,Deutschland,11.582222220000000,48.150833330000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
40424,Standort,Kurt-Schumacher Straße / Börneplatz,6031100008,normal,Frankfurt am Main,Deutschland,8.687911000000000,50.111982000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
40442,Standort,Tal (Sparkassenstr),88006297,normal,München,Deutschland,11.580277455400000,48.135994952300000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
40568,Standort,Stiglmaierplatz,88007377,normal,München,Deutschland,11.558611110000000,48.147500000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
40749,Standort,Neumarkt,40027953,normal,Köln,Deutschland,6.945853224500000,50.935807950400000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
40800,Standort,The Coffee Store,40028453,normal,Köln,Deutschland,6.952250420600000,50.939732973000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
40992,Standort,Friesenplatz,40018922,normal,Köln,Deutschland,6.940042141000000,50.940523807000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
41041,Standort,Neumarkt,40019363,normal,Köln,Deutschland,6.947797529700000,50.935577159700000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
41155,Standort,Hansaring/Krefelder Str.,40020259,normal,Köln,Deutschland,6.953070506200000,50.949231954300000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
41192,Standort,Heumarkt,40020557,normal,Köln,Deutschland,6.961508359300000,50.936628258300000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
41384,Standort,Bahnhof Deutz,40022160,normal,Köln,Deutschland,6.973078250885010,50.940190268636925,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
43649,Standort,Tal (Sparkassenstr),88000055,normal,München,Deutschland,11.580301240300000,48.135725111000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
43880,Standort,Mannheimer Straße / Hardenbergstraße,6032700018,normal,Frankfurt am Main,Deutschland,8.656966000000000,50.103013000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
44072,Standort,Grüneburgweg / Feldbergstraße,6032300006,normal,Frankfurt am Main,Deutschland,8.665717000000000,50.122811000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
45437,Standort,Friesenplatz,40025397,normal,Köln,Deutschland,6.937983371100000,50.940932744900000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
45463,Standort,Zülpicher Platz/Friedrichstr.,40025589,normal,Köln,Deutschland,6.939878417000000,50.929918891200000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
45532,Standort,Bahnhof Süd,40026125,normal,Köln,Deutschland,6.938814998800000,50.926435570300000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
45577,Standort,Bahnhof-Haupt- Domseite,40026553,normal,Köln,Deutschland,6.957124849300000,50.942530391700000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
45599,Standort,Chlodwigplatz,40029602,normal,Köln,Deutschland,6.959477162300000,50.921020722100000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
45603,Standort,Eigelstein/Ebertplatz,40029675,normal,Köln,Deutschland,6.956884699500000,50.949074010600000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
45604,Standort,Eigelstein/Ebertplatz,40029680,normal,Köln,Deutschland,6.956884699500000,50.949074010600000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
45660,Standort,Eigelstein/Ebertplatz,40030562,normal,Köln,Deutschland,6.956884699500000,50.949074010600000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
46546,Standort,Stiglmaierplatz,88000543,normal,München,Deutschland,11.558888890000000,48.146944440000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
46549,Standort,Hauptbahnhof,88000586,normal,München,Deutschland,11.561111110000000,48.141111110000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
47259,Standort,Mediapark,40037395,normal,Köln,Deutschland,6.945105008800000,50.947131194700000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
47276,Standort,Europaallee / Den Haager Straße,6032700017,normal,Frankfurt am Main,Deutschland,8.651459000000000,50.109058000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
48109,Standort,Stiglmaierplatz,88006784,normal,München,Deutschland,11.559166670000000,48.147500000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
48166,Standort,Stiglmaierplatz,88007374,normal,München,Deutschland,11.558611110000000,48.147500000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
48246,Standort,Neumarkt,40027526,normal,Köln,Deutschland,6.949098740200000,50.936182263000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
48289,Standort,Heumarkt,40027817,normal,Köln,Deutschland,6.960311677000000,50.937404351700000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
48296,Standort,Bahnhof Haupt- Breslauer Platz,40027866,normal,Köln,Deutschland,6.958322532500000,50.944693717400000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
48346,Standort,Mediapark,40028239,normal,Köln,Deutschland,6.941715848700000,50.946346041800000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
48374,Standort,The Coffee Store,40028451,normal,Köln,Deutschland,6.952250420600000,50.939732973000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
48557,Standort,Neumarkt,40018649,normal,Köln,Deutschland,6.945614128900000,50.936644988500000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
48615,Standort,Rudolfplatz,40019130,normal,Köln,Deutschland,6.940416419300000,50.936740996000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
48676,Standort,Zülpicher Platz/Friedrichstr.,40019581,normal,Köln,Deutschland,6.940756614800000,50.931067207000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
48703,Standort,Heumarkt,40019829,normal,Köln,Deutschland,6.961071516800000,50.937238180500000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
48837,Standort,WDR,40020941,normal,Köln,Deutschland,6.953908735100000,50.940176089800000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
48971,Standort,Bahnhof West,40021892,normal,Köln,Deutschland,6.933412778200000,50.943317541800000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
49054,Standort,Hauptbahnhof,88000596,normal,München,Deutschland,11.561388890000000,48.140277780000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
49149,Standort,Prinzregentenplatz,88001687,normal,München,Deutschland,11.607222220000000,48.139166670000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
50264,Standort,Bahnhof West,40022605,normal,Köln,Deutschland,6.934101841300000,50.944267676400000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
50269,Standort,Rudolfplatz,40022653,normal,Köln,Deutschland,6.940222632600000,50.935836980100000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
50318,Standort,Eigelstein/Ebertplatz,40023021,normal,Köln,Deutschland,6.959110519600000,50.950922812800000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
50755,Standort,Barbarossaplatz,40026740,normal,Köln,Deutschland,6.941426066700000,50.929039587400000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
50785,Standort,Breite Strasse/Neue Langgasse/U-Bahn,40027095,normal,Köln,Deutschland,6.950618400000000,50.938903260700000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
50834,Standort,Uni Albertus-Magnus-Platz,40030038,normal,Köln,Deutschland,6.928424376300000,50.927985352200000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
50835,Standort,Uni Albertus-Magnus-Platz,40030040,normal,Köln,Deutschland,6.928424376300000,50.927985352200000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
50836,Standort,Uni Heilpädagogik Haus 213,40030042,normal,Köln,Deutschland,6.921024450300000,50.933659741900000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
50870,Standort,Eigelstein/Ebertplatz,40030554,normal,Köln,Deutschland,6.956884699500000,50.949074010600000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
53486,Standort,Tal (Sparkassenstr),88009940,normal,München,Deutschland,11.579183350200000,48.136185428500000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
53487,Standort,Tal (Sparkassenstr),88009942,normal,München,Deutschland,11.577447052700000,48.136756857200000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
53648,Standort,Goldsteinstraße / Hahnstraße,6052800001,normal,Frankfurt am Main,Deutschland,8.632937601500000,50.084668562200000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
53909,Standort,François-Mitterrand-Platz,60003104,normal,Frankfurt am Main,Deutschland,,,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
54372,Standort,Goetheplatz,,normal,München,Deutschland,11.558055560000000,48.129444440000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
54487,Standort,Münchner Freiheit,,normal,München,Deutschland,11.587615096200000,48.163637812200000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
54567,Standort,The Coffee Store,,normal,Köln,Deutschland,6.952250420600000,50.939732973000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
62444,Standort,7420 Böheimstraße,7420,normal,Stuttgart,Deutschland,9.153930000000000,48.759370000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
62685,Standort,7410 Erwin-Schoettle-Platz,7410,normal,Stuttgart,Deutschland,9.160030000000000,48.762100000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
62689,Standort,7400 Marienplatz,7400,normal,Stuttgart,Deutschland,9.168110000000000,48.764500000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
62718,Standort,7310 Schwabstraße,7310,normal,Stuttgart,Deutschland,9.158680000000000,48.770800000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
62721,Standort,7315 Feuersee,7315,normal,Stuttgart,Deutschland,9.164370000000000,48.772300000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
62724,Standort,7130 Tübinger Straße,7130,normal,Stuttgart,Deutschland,9.173041897275350,48.770695127281910,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
62726,Standort,7140 Wilhelmsplatz,7140,normal,Stuttgart,Deutschland,9.178740000000000,48.771100000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
62728,Standort,7120 Rotebühlplatz,7120,normal,Stuttgart,Deutschland,9.171955602624319,48.774812459613656,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
62969,Standort,7110 Eberhardstraße,7110,normal,Stuttgart,Deutschland,9.178010000000000,48.773200000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
62970,Standort,7115 Leonhardsplatz,7115,normal,Stuttgart,Deutschland,9.180570000000000,48.773700000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
62971,Standort,7300 Bebelstraße,7300,normal,Stuttgart,Deutschland,9.155280000000000,48.775200000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
62974,Standort,7335 Johannesstraße,7335,normal,Stuttgart,Deutschland,9.159070000000000,48.780700000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
62975,Standort,7320 Breitscheidstraße,7320,normal,Stuttgart,Deutschland,9.167510000000000,48.779000000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
62977,Standort,7128 Theodor-Heuss-Straße,7128,normal,Stuttgart,Deutschland,9.173870000000000,48.777300000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
62979,Standort,7030 Theodor-Heuss-Straße,7030,normal,Stuttgart,Deutschland,9.176801013209722,48.779565391298640,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
62980,Standort,7035 Kleiner Schloßplatz,7035,normal,Stuttgart,Deutschland,9.176210000000000,48.778100000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
62982,Standort,7060 Landesbibliothek,7060,normal,Stuttgart,Deutschland,9.185650000000000,48.777000000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
62983,Standort,7020 Universität,7020,normal,Stuttgart,Deutschland,9.175390000000000,48.782400000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
62985,Standort,7016 Königstraße,7016,normal,Stuttgart,Deutschland,9.180290000000000,48.781907000000000,Nein,Nein,Nein,Nein,Ja,Call a Bike,Call a Bike
